clientId,first_name,last_name,currency,balance
229,Bel,Corlett,NZD,516837.98
230,Pincus,Menilove,ILS,362804.26
231,Eliot,Topp,SZL,317136.96
232,Lane,Bennen,IDR,928957.09
233,Stacy,Sparkes,PHP,504531.11
234,Lutero,Rochford,BRL,822490.66
235,Conroy,Feldberg,KES,282569.93
236,Violette,Peepall,CNY,735191.27
237,Romona,Pummery,HNL,769970.57
238,Rutter,BoHlingolsen,CNY,305442.81
239,Madlen,Tapin,EUR,870267.26
240,Hobie,Melin,SEK,817561.79
241,Quillan,Spalls,COP,329162.2
242,Indira,Whyborn,PLN,172098.94
243,Nita,Smetoun,PEN,682839.77
244,Lianna,Vanyarkin,TND,99278.34
245,Anya,Grimsdell,SEK,736771.43
246,Kara,Cloutt,COP,130839.01
247,Derrek,Champ,IDR,92168.1
248,Alvira,McLise,CZK,545577.45
249,Ardra,Biscomb,ILS,929576.15
250,Dwayne,Couch,RSD,428744.55
251,Giulio,Cessford,AMD,61227.86
252,Lewes,Steggles,PHP,288584.37
253,Celie,Neubigin,ILS,708732.51
254,Artur,Febre,LAK,281968.62
255,Cara,Danskine,PEN,861926.21
256,Goldarina,Jirek,CNY,593359.74
257,Asia,Moreby,UAH,87591.01
258,Midge,Pople,CZK,764197.38
259,Irma,Gilcriest,TJS,253443.97
260,Yasmin,Suttill,IDR,58510.49
261,Hedvige,Durtnel,EUR,431681.04
262,Marianna,Benettelli,RUB,311453.42
263,Evan,Patry,MYR,894845.34
264,Antonina,Meltetal,EUR,900924.87
265,Hogan,Jansie,CNY,88395.45
266,Raychel,Telfer,USD,887103.99
267,Dagny,Tippetts,MKD,872041.83
268,Darcie,Borsnall,CNY,945254.9
269,Meggi,Noseworthy,CNY,883508.6
270,Loy,Tesimon,BRL,67541.65
271,Elwin,Tibald,EUR,795172.83
272,Tyne,Reely,PLN,664168.37
273,Gael,Blaik,CNY,58728.46
274,Laurent,Saward,EUR,14515.24
275,Forbes,Gergher,CNY,16811.62
276,Peg,Macken,IDR,641277.26
277,Odie,Madgwich,CNY,250285.65
278,Zacharie,Markson,IDR,97445.86
279,Letizia,Tran,CNY,525180.27
280,Kalindi,Kemer,EUR,439485.39
281,Amble,Mullins,EUR,403227.59
282,Etta,Menpes,IRR,40328.07
283,Flinn,Dingwall,CNY,953194.83
284,Francene,Babbage,MWK,670003.34
285,Eldredge,Coldridge,NGN,625762.56
286,Darren,Winckworth,IDR,904198.06
287,Arther,Seif,UAH,851135.19
288,Georgia,Hamshar,CNY,168012.39
289,Hermy,Trevaskus,SEK,518642.39
290,Andy,Glenton,IDR,178331.35
291,Adair,Mitchely,CNY,435624.65
292,Shellie,Ridges,EUR,916640.99
293,Dorolice,Tille,JMD,564816.54
294,Elvera,Stripling,PLN,76231.78
295,Caron,Konneke,UAH,168621.24
296,Tamas,Rodgman,PLN,291799.97
297,Mia,McInteer,AZN,453837.06
298,Kate,Huzzey,BWP,133070.02
299,Kalvin,Chastan,EUR,76093.0
300,Webb,Perotti,CNY,950921.43
301,Ezequiel,Iltchev,JMD,167954.82
302,Langsdon,Meates,CNY,610574.76
303,Briney,Sinson,BDT,778495.46
304,Hazel,Levick,SEK,738463.2
305,Junie,Lemmers,CNY,475371.72
306,Humbert,Anthill,CNY,280630.03
307,Rodger,Sartin,BRL,411603.4
308,Horacio,Leworthy,RUB,996035.6
309,Gabriellia,Minihan,EUR,379898.73
310,Zena,Thumim,CNY,961732.54
311,Arly,Janway,CNY,186570.76
312,Ransell,Drabble,CNY,469988.42
313,Benton,Dismore,IDR,521668.16
314,Jandy,Elsay,SEK,628199.58
315,Cosme,Alp,CZK,131812.98
316,Read,Ivashechkin,MXN,755670.48
317,Panchito,Chaff,ZWL,334961.51
318,Rhys,Velez,IDR,268173.16
319,Golda,Rieme,PHP,196697.03
320,Dasha,Winders,IDR,517664.45
321,Becky,Wordesworth,PHP,616492.35
322,Heidie,Stuck,PAB,793703.99
323,Hercule,Oats,EUR,81950.72
324,Marinna,Matijevic,RUB,491734.84
325,Melloney,Kadar,MNT,839858.23
326,Lennie,Armatidge,UAH,454855.35
327,Sylvia,Drivers,BRL,580733.19
328,Patrice,Matveichev,RUB,300246.04
329,Hadlee,Zukerman,MNT,650171.65
330,Gilemette,Rochford,MXN,338923.18
331,Vita,Fortune,BYR,523370.09
332,Lynna,Petr,IDR,948482.89
333,Lane,MacLennan,VEF,736476.85
334,Elfrieda,MacCartan,JPY,373870.53
335,Karolina,McOrkil,CNY,745327.61
336,Marsh,Dayne,IDR,482570.19
337,Mohandas,Deam,CNY,79861.3
338,Wally,McClintock,PLN,733353.06
339,Rolland,Blackston,EUR,79363.65
340,Agosto,Klesl,PLN,72355.65
341,Ingemar,Andreoletti,CNY,463430.9
342,Darren,Di Biasi,CNY,477820.47
343,Roth,Scrimshaw,HRK,195389.77
344,Rudyard,Raikes,IDR,374067.98
345,Brandise,O'Mannion,PHP,868590.83
346,Edward,Axon,CNY,180467.62
347,Millie,Harome,EUR,731045.11
348,Caitlin,Sutter,BGN,992604.76
349,Maxim,Langelay,JPY,574055.38
350,Sonny,Bierton,HNL,579950.6
351,Florrie,Vasyunin,CNY,221305.03
352,Ardelis,Rappa,EUR,662377.92
353,Port,D'Ruel,KZT,776773.89
354,Ryan,Meredyth,EUR,345053.7
355,Oralla,Schops,SEK,588116.84
356,Harper,Valenti,EUR,460629.88
357,Michaela,Impy,UGX,896864.12
358,Bryn,Shimman,IDR,745838.76
359,Lorianne,Wemes,GMD,442141.74
360,Kissee,Gelland,RUB,653125.94
361,Malcolm,Boller,KZT,488312.67
362,Jerrilee,Dalgardno,IDR,777307.05
363,Meara,Slafford,PLN,227065.82
364,Bridie,Woodfin,COP,782040.0
365,Goraud,Gaisford,RUB,817867.74
366,Nelie,O' Quirk,EUR,843333.67
367,Julie,Franchi,IRR,890732.47
368,Erhard,de Najera,KZT,839427.37
369,Delaney,Pawels,CNY,536208.72
370,Allistir,Gyorffy,MXN,901350.72
371,Eleni,Acaster,MAD,915426.52
372,Linette,Olivier,EUR,981374.12
373,Debbi,MacKaile,PKR,824629.54
374,Aubry,Mannion,IDR,601596.29
375,Carin,Machan,PHP,694432.62
376,Alley,Connold,COP,611421.04
377,Ingeberg,Sheddan,MKD,292146.91
378,Hynda,Comport,USD,697644.06
379,Hamid,Sancto,ZAR,836560.81
380,Alvin,Tapin,RUB,261544.59
381,Shea,Van Vuuren,IDR,182895.34
382,Sallie,Pycock,PLN,65606.91
383,Joly,Ricardet,BRL,351809.48
384,Stanislaw,Wenderoth,IDR,904145.97
385,Elisabeth,Hooban,UAH,867412.94
386,Toddy,Hornig,CDF,637166.69
387,Fred,Govey,BRL,593181.18
388,Kittie,Emburey,IRR,990532.5
389,Charmaine,Betke,EUR,172672.32
390,Tanitansy,Harkin,EUR,122959.87
391,Killie,Godfrey,IDR,304182.22
392,Allx,Fortoun,UAH,121113.85
393,Garik,Veelers,MAD,634250.9
394,Harwell,Jecks,DKK,358074.85
395,Nathalie,Stockall,ALL,186593.56
396,Bekki,Risbridge,EUR,826194.34
397,Stephani,Gosz,EUR,904136.1
398,Rinaldo,Rochell,CNY,320992.18
399,Liuka,Wynrehame,EUR,287904.73
400,Bettye,Hannen,IDR,633510.53
401,Shellysheldon,Najara,HNL,224433.06
402,Townsend,Petracco,EUR,168662.89
403,Hollis,Merington,HNL,629188.35
404,Marty,Giaomozzo,IDR,310667.86
405,Ariela,Jori,THB,463386.13
406,Catha,Lovell,CAD,906578.67
407,Lorne,Sainsbury-Brown,EUR,284104.88
408,Darcy,Paulusch,PKR,851741.85
409,Merrilee,Bawme,RUB,407254.97
410,Alasteir,Andover,RUB,174190.56
411,Hyacinthie,Bydaway,BRL,680840.56
412,Mata,Catterson,DJF,833526.39
413,Ursa,Tireman,EUR,772242.18
414,Xaviera,de la Valette Parisot,USD,688500.17
415,Kennan,Ivankovic,AWG,360162.23
416,Dorisa,Gascard,BRL,534348.13
417,Leta,Crisp,EUR,308664.49
418,Sallee,Hyde-Chambers,CNY,144824.69
419,Millard,Steer,SYP,475087.14
420,Trudi,Borley,CNY,573959.79
421,Dorie,Flemmich,IDR,227544.93
422,Alford,Tassaker,MXN,718397.64
423,Leodora,Pocknoll,CNY,687730.59
424,Danita,Hassekl,UAH,491375.49
425,Judas,Bloys,PHP,740189.23
426,Rochelle,Pollack,CAD,147030.75
427,Georgiana,Byk,CNY,684162.49
428,Dorian,Pavie,UZS,801596.65
429,Torry,Arndell,PLN,459338.61
430,Cherise,Measor,HNL,867760.88
431,Verla,Stoppe,JPY,578550.15
432,Nettle,Howden,RUB,749300.43
433,Kaila,Mustoe,RUB,720797.92
434,Marys,Kemer,BRL,423598.45
435,Amanda,Ioan,IRR,930499.33
436,Ulises,Lowless,IQD,827669.3
437,Reece,Dobbing,IDR,757015.18
438,Gaylor,Gilstoun,RUB,453569.75
439,Buckie,Burbury,RUB,463243.67
440,Corrinne,Pittock,CNY,931719.26
441,Ashby,Chesterman,CNY,421577.81
442,Mora,Bayston,XPF,320403.47
443,Akim,Ricardo,EUR,719873.88
444,Raoul,Gorghetto,VND,796356.45
445,Raphael,Lilywhite,PLN,683475.69
446,Maitilde,Shiel,PHP,830574.88
447,Meridith,Hearnden,RUB,123607.87
448,Hanny,Rowling,USD,501985.49
449,Kerwin,Richmont,JPY,915842.5
450,Sam,Abramamovh,ZAR,691163.79
451,Ezmeralda,Pitway,COP,663018.81
452,Yankee,Guillet,MKD,375080.74
453,Wilhelm,Cocci,IDR,505923.3
454,Efrem,Bartoloma,TJS,156599.13
455,Hart,Egalton,EUR,784008.29
456,Wye,O'Mailey,IDR,25595.12
457,Eddie,Mulbery,EUR,9440.24
458,Lisa,Casacchia,CLP,791193.85
459,Steward,Fitzgerald,MAD,496529.96
460,Judas,Sickert,CNY,926262.08
461,Kippie,Roantree,BRL,717490.88
462,Laurel,Polfer,CNY,55799.32
463,Menard,Ransom,PAB,370004.05
464,Gay,Bonny,CNY,135064.32
465,Kirstin,Peters,CNY,514164.51
466,George,Frow,PEN,288265.07
467,Gilligan,Siccombe,BRL,782043.82
468,Rice,Vondracek,CNY,259352.69
469,Keith,Ferro,CNY,696260.49
470,Kurtis,Partener,SEK,283254.06
471,Karl,Tendahl,RUB,254956.94
472,Monte,Wansbury,RUB,346662.75
473,Hayes,Glazier,CNY,251516.96
474,Zarla,Pritty,EUR,189401.64
475,Gino,Leathlay,CAD,212817.08
476,Kippar,O'Hare,IDR,913177.64
477,Neille,O'Hartnett,CNY,431799.18
478,Rochette,Charge,JPY,577969.64
479,Jo ann,Tomaszkiewicz,EUR,1609.06
480,Karita,Mixter,CNY,266808.66
481,Marice,De Hailes,CNY,801704.45
482,Edlin,Turton,CNY,641356.29
483,Lind,Tinston,EUR,522001.75
484,Piggy,Harnor,JPY,317712.55
485,Shana,Wilcox,BYR,58027.37
486,Sigismundo,Fallen,MXN,792706.44
487,Ruddy,Feldmesser,KES,78173.36
488,Joleen,Ream,PHP,847777.75
489,Gabriela,Standon,AFN,587079.73
490,Kelcie,Ransfield,KRW,127561.3
491,Rozele,Nilles,SEK,720131.15
492,Garnette,Ousbie,CNY,20934.16
493,Kylynn,Remer,PHP,33100.87
494,Minerva,Behrens,CNY,48775.18
495,Ambros,Jolly,EUR,112534.84
496,Cross,Pauluzzi,UAH,670381.34
497,Gregg,Bartolijn,PHP,797226.51
498,Tisha,Sydes,IDR,149614.02
499,Amy,Saladin,KMF,980082.1
500,Dita,Isakovitch,CNY,54551.79
501,Peterus,Sanchis,COP,100783.79
502,Emmott,Stow,CNY,807070.71
503,Kylynn,Vedishchev,EUR,360501.97
504,Johan,Powe,LTL,420450.07
505,Elga,Lars,IRR,431655.26
506,Antoine,Poff,TJS,305442.26
507,Erinn,Foucard,IDR,94744.04
508,Gardner,Baldini,MYR,430884.35
509,Arabele,Stoyles,UAH,103956.44
510,Zsa zsa,Wolffers,PLN,210781.9
511,Sarette,Ramlot,CNY,556758.85
512,Linn,Hudd,CNY,921713.24
513,Merrili,Petz,KRW,839942.94
514,Goldia,Stoller,HRK,430140.53
515,Judith,Topham,IDR,224027.13
516,Jorry,Thirtle,IRR,421433.67
517,Cami,Eckersall,BRL,835345.42
518,Wilmer,Boynton,USD,774540.61
519,Cathie,Handy,SEK,363728.25
520,Byram,Brodeau,JPY,523050.88
521,Pernell,Lamasna,IDR,88618.06
522,Therese,Blewis,RUB,891137.48
523,Maurizio,Earngy,EUR,664902.37
524,Raoul,Beaulieu,IDR,184205.98
525,Hobey,Pascoe,MXN,849541.81
526,Josh,Corselles,SOS,241233.3
527,Wendell,Briereton,IDR,10972.52
528,Trixy,Babbe,AMD,333002.99
529,Rutter,Possa,CNY,620589.36
530,Babette,Kas,CNY,857105.16
531,Chevalier,Hooban,MYR,272466.98
532,Chadwick,Newton,IDR,639062.86
533,Luciana,Loughhead,UYU,783558.98
534,Doris,Ferrao,PHP,917892.62
535,Kip,Lomath,AZN,688549.26
536,Alicia,Akram,BYR,828638.45
537,Tan,Astill,PHP,883693.1
538,Keefe,Melarkey,TJS,969074.08
539,Billye,Gaveltone,EUR,796587.27
540,Daniel,Founds,RUB,551405.4
541,Lotta,Livezey,MYR,699156.07
542,Denver,Le Sieur,PHP,223393.17
543,Codie,Vane,RUB,786879.71
544,Lauralee,Berks,PHP,516606.38
545,Diannne,Tabourel,IDR,247085.41
546,Ozzie,Leahair,CNY,516287.63
547,Janeta,Cromar,COP,34883.7
548,Wilhelm,Kettridge,EUR,801043.36
549,Willie,Gurys,CNY,696701.72
550,Peggie,Eagling,CNY,701950.64
551,Steffi,Treher,AFN,635785.11
552,Cherlyn,Draxford,UAH,193772.77
553,Caitlin,Loude,EUR,577607.85
554,Wynn,Rennebach,UAH,199979.2
555,Cosme,Kennett,CNY,287132.72
556,Reeva,Buttel,IDR,228777.06
557,Jeni,Hawler,PHP,430555.07
558,Elisabet,Cawdell,IDR,906758.83
559,Fionna,Junkin,CNY,88233.73
560,Maribeth,Kahane,CNY,674619.83
561,Drusie,Sumbler,CNY,803347.16
562,Debra,McNern,TND,871206.31
563,Zane,Wilsey,SEK,659673.96
564,Odella,Stemp,CZK,782443.87
565,Gal,Wicklin,EUR,754156.29
566,Larissa,Gauntlett,XOF,532017.28
567,Mair,MacAlister,CNY,896146.47
568,Randee,Whitecross,CNY,459036.65
569,Ambrosi,Edmenson,CNY,507083.5
570,Meir,Hallam,CNY,211290.96
571,Sophie,Crother,CNY,79183.47
572,Evangelina,Perris,UAH,85538.79
573,Marlo,O'Neal,UAH,696165.35
574,Robin,Calow,UYU,382134.54
575,Jacenta,Woolward,IDR,376103.26
576,Hastings,Silmon,CNY,858634.1
577,Stoddard,Antill,CNY,859970.76
578,Sheelah,Mastrantone,LYD,960157.72
579,Salaidh,Faveryear,PLN,533548.55
580,Anthia,Capun,CNY,782749.34
581,Ana,Keijser,BDT,989181.65
582,Boyce,Patington,PKR,150692.07
583,Janice,Aveling,RUB,612510.32
584,Galvan,Gapp,PLN,636187.71
585,Leia,Mayler,IDR,620647.69
586,Meridel,Piggot,BOB,720953.05
587,Marybelle,Weigh,UAH,927224.72
588,Rustin,Christiensen,EUR,244223.97
589,Jaclin,Pepi,EUR,51995.5
590,Onofredo,Dood,CNY,821669.52
591,Blane,Stratton,PHP,879817.54
592,Benedikta,Nijs,SEK,152593.09
593,Hanna,Kilner,USD,922766.47
594,Leshia,Stollenbecker,EUR,451206.31
595,Nicoline,Du Pre,JPY,841951.62
596,Averyl,Sharply,UAH,922709.35
597,Wilfrid,Iorio,CNY,337208.79
598,Alexine,Rousel,CNY,419912.92
599,Lalo,Hardiker,EUR,12146.67
600,Caritta,Cornilli,JOD,608242.08
601,Inglebert,Collcott,CNY,740571.53
602,Earvin,Willshear,MNT,243332.31
603,Mercedes,Camoys,EUR,399791.84
604,Dulcinea,Pulley,MXN,447786.33
605,Carlos,Barthelet,CNY,400988.43
606,Jaquenetta,Sewill,CNY,890710.77
607,Kyrstin,Le Barr,MYR,207215.19
608,Maiga,Pirolini,CNY,769028.69
609,Chandra,Lapthorne,IDR,148447.44
610,Lorant,Aikett,IDR,298784.9
611,Paulo,Landall,PHP,429016.23
612,Kinna,Ormesher,CNY,102150.86
613,Immanuel,Upstone,BYR,900720.27
614,Darryl,McKeggie,EUR,150785.8
615,Rosemaria,Clemmett,RUB,105948.13
616,Devin,Boutflour,SAR,887602.98
617,Tracey,Barrowclough,PEN,203828.5
618,Rick,Agney,CNY,782171.35
619,Dunstan,Canning,MYR,35574.88
620,Channa,Nestoruk,CZK,14136.28
621,Amery,Raynes,COP,979830.92
622,Hal,Gilks,EUR,207646.27
623,Mikey,Shackleford,IDR,608044.55
624,Giffer,Wollers,IRR,753346.66
625,Mollie,Burgise,PLN,330840.91
626,Kynthia,Broadbury,RSD,355586.32
627,Ayn,Killingworth,PHP,310040.49
628,Leroy,Sandle,RUB,587978.26
629,Wenona,Lemmen,IDR,941116.6
630,Lydia,Chadd,EUR,620593.17
631,Saw,Speares,XOF,692510.49
632,Nero,Anderson,NOK,779369.47
633,Jane,Hebblewhite,CNY,961285.94
634,Kiersten,Andrick,CZK,527615.63
635,Corrie,Cabrera,IDR,162831.9
636,Pietrek,Boram,BRL,968679.58
637,Nefen,Neenan,JPY,202533.7
638,Kenon,Elener,IDR,763294.44
639,Keary,Whitmell,PLN,590977.63
640,Yorke,Thring,EUR,24848.58
641,Kerry,McClymond,PEN,247495.92
642,Myrna,Gaggen,PLN,946881.42
643,Sutherlan,Gertray,USD,394695.31
644,Peterus,McMichael,CRC,156753.32
645,Ruprecht,Ranner,RUB,471547.64
646,Katuscha,Canas,IRR,82822.04
647,Breanne,Escudier,PHP,657394.58
648,Obed,Dalgarnowch,EUR,73851.03
649,Isobel,Leaton,NOK,3993.28
650,Rosalind,Preist,NOK,904684.92
651,Tam,Boyce,EUR,648565.23
652,Annadiane,Doig,IDR,848046.9
653,Ilaire,Smittoune,IDR,334514.83
654,Artemus,Forbear,CNY,450825.18
655,Meyer,Myhan,LBP,781067.98
656,Stafford,Manass,UAH,226567.22
657,Doralyn,Etoile,CNY,316599.07
658,Milissent,Dilliway,PLN,640487.27
